Gene Family	SRS1007613	tiny-test-data-mt
K00090: glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	26.374	0
K00090: glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.374	0
K00097: 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	19.031	0
K00097: 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]|unclassified	19.031	0
K00099: 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	19.469	0
K00099: 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]|g__Escherichia.s__Escherichia_coli	19.469	0
K00104: glycolate oxidase [EC:1.1.3.15]	10.527	0
K00104: glycolate oxidase [EC:1.1.3.15]|unclassified	10.527	0
K00108: choline dehydrogenase [EC:1.1.99.1]	11.022	0
K00108: choline dehydrogenase [EC:1.1.99.1]|unclassified	11.022	0
K00116: malate dehydrogenase (quinone) [EC:1.1.5.4]	38.358	0
K00116: malate dehydrogenase (quinone) [EC:1.1.5.4]|g__Corynebacterium.s__Corynebacterium_glutamicum	24.174	0
K00116: malate dehydrogenase (quinone) [EC:1.1.5.4]|g__Escherichia.s__Escherichia_coli	14.184	0
K00124: formate dehydrogenase iron-sulfur subunit	43.533	0
K00124: formate dehydrogenase iron-sulfur subunit|g__Escherichia.s__Escherichia_coli	24.67	0
K00124: formate dehydrogenase iron-sulfur subunit|g__Roseobacter.s__Roseobacter_denitrificans	18.863	0
K00127: formate dehydrogenase subunit gamma	45.518	0
K00127: formate dehydrogenase subunit gamma|g__Chromobacterium.s__Chromobacterium_violaceum	45.518	0
K00128: aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	25.908	0
K00128: aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]|g__Staphylococcus.s__Staphylococcus_epidermidis	25.908	0
K00133: aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	26.419	0
K00133: aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.419	0
K00134: glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	76.336	0
K00134: glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]|g__Polaromonas.s__Polaromonas_naphthalenivorans	76.336	0
K00138: aldehyde dehydrogenase [EC:1.2.1.-]	40.21	0
K00138: aldehyde dehydrogenase [EC:1.2.1.-]|g__Chromobacterium.s__Chromobacterium_violaceum	19.156	0
K00138: aldehyde dehydrogenase [EC:1.2.1.-]|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.055	0
K00141: benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	11.215	0
K00141: benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.215	0
K00145: N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	3.873	0
K00145: N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]|unclassified	3.873	0
K00147: glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	20.742	0
K00147: glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]|g__Corynebacterium.s__Corynebacterium_glutamicum	20.742	0
K00154: coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	15.679	0
K00154: coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]|g__Polaromonas.s__Polaromonas_naphthalenivorans	15.679	0
K00162: pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	24.006	0
K00162: pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]|g__Staphylococcus.s__Staphylococcus_epidermidis	24.006	0
K00163: pyruvate dehydrogenase E1 component [EC:1.2.4.1]	19.806	0
K00163: pyruvate dehydrogenase E1 component [EC:1.2.4.1]|g__Corynebacterium.s__Corynebacterium_glutamicum	13.999	0
K00163: pyruvate dehydrogenase E1 component [EC:1.2.4.1]|unclassified	5.807	0
K00208: enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	12.94	0
K00208: enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]|g__Staphylococcus.s__Staphylococcus_epidermidis	12.94	0
K00215: 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	30.529	0
K00215: 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]|g__Chromobacterium.s__Chromobacterium_violaceum	30.529	0
K00217: maleylacetate reductase [EC:1.3.1.32]	80.106	0
K00217: maleylacetate reductase [EC:1.3.1.32]|g__Polaromonas.s__Polaromonas_naphthalenivorans	80.106	0
K00219: 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	19.279	0
K00219: 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]|g__Roseobacter.s__Roseobacter_denitrificans	19.279	0
K00226: dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	31.401	0
K00226: dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]|g__Staphylococcus.s__Staphylococcus_epidermidis	31.401	0
K00228: coproporphyrinogen III oxidase [EC:1.3.3.3]	19.721	0
K00228: coproporphyrinogen III oxidase [EC:1.3.3.3]|unclassified	19.721	0
K00239: succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	21.682	0
K00239: succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]|unclassified	21.682	0
K00240: succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	20.549	0
K00240: succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]|g__Escherichia.s__Escherichia_coli	20.549	0
K00241: succinate dehydrogenase / fumarate reductase, cytochrome b subunit	189.607	0
K00241: succinate dehydrogenase / fumarate reductase, cytochrome b subunit|g__Escherichia.s__Escherichia_coli	28.108	0
K00241: succinate dehydrogenase / fumarate reductase, cytochrome b subunit|g__Staphylococcus.s__Staphylococcus_epidermidis	161.499	0
K00245: fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	160.629	0
K00245: fumarate reductase iron-sulfur subunit [EC:1.3.5.4]|g__Chromobacterium.s__Chromobacterium_violaceum	46.108	0
K00245: fumarate reductase iron-sulfur subunit [EC:1.3.5.4]|g__Escherichia.s__Escherichia_coli	114.521	0
K00246: fumarate reductase subunit C	21.654	0
K00246: fumarate reductase subunit C|g__Chromobacterium.s__Chromobacterium_violaceum	21.654	0
K00247: fumarate reductase subunit D	45.571	0
K00247: fumarate reductase subunit D|g__Escherichia.s__Escherichia_coli	45.571	0
K00252: glutaryl-CoA dehydrogenase [EC:1.3.8.6]	44.125	0
K00252: glutaryl-CoA dehydrogenase [EC:1.3.8.6]|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.186	0
K00252: glutaryl-CoA dehydrogenase [EC:1.3.8.6]|unclassified	33.939	0
K00253: isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	36.061	0
K00253: isovaleryl-CoA dehydrogenase [EC:1.3.8.4]|g__Roseobacter.s__Roseobacter_denitrificans	36.061	0
K00254: dihydroorotate dehydrogenase [EC:1.3.5.2]	36.666	0
K00254: dihydroorotate dehydrogenase [EC:1.3.5.2]|g__Corynebacterium.s__Corynebacterium_glutamicum	24.715	0
K00254: dihydroorotate dehydrogenase [EC:1.3.5.2]|unclassified	11.952	0
K00261: glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	18.465	0
K00261: glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]|g__Roseobacter.s__Roseobacter_denitrificans	18.465	0
K00275: pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	18.373	0
K00275: pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]|g__Roseobacter.s__Roseobacter_denitrificans	18.373	0
K00281: glycine dehydrogenase [EC:1.4.4.2]	47.143	0
K00281: glycine dehydrogenase [EC:1.4.4.2]|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.425	0
K00281: glycine dehydrogenase [EC:1.4.4.2]|unclassified	33.718	0
K00287: dihydrofolate reductase [EC:1.5.1.3]	47.566	0
K00287: dihydrofolate reductase [EC:1.5.1.3]|g__Corynebacterium.s__Corynebacterium_glutamicum	36.766	0
K00287: dihydrofolate reductase [EC:1.5.1.3]|unclassified	10.8	0
K00297: methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	41.22	0
K00297: methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]|g__Chromobacterium.s__Chromobacterium_violaceum	15.316	0
K00297: methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]|g__Escherichia.s__Escherichia_coli	25.904	0
K00299: FMN reductase [EC:1.5.1.38]	145.688	0
K00299: FMN reductase [EC:1.5.1.38]|g__Corynebacterium.s__Corynebacterium_glutamicum	23.537	0
K00299: FMN reductase [EC:1.5.1.38]|g__Polaromonas.s__Polaromonas_naphthalenivorans	122.151	0
K00304: sarcosine oxidase, subunit delta [EC:1.5.3.1]	51.136	0
K00304: sarcosine oxidase, subunit delta [EC:1.5.3.1]|g__Roseobacter.s__Roseobacter_denitrificans	51.136	0
K00315: dimethylglycine dehydrogenase [EC:1.5.8.4]	61.724	0
K00315: dimethylglycine dehydrogenase [EC:1.5.8.4]|g__Roseobacter.s__Roseobacter_denitrificans	61.724	0
K00316: spermidine dehydrogenase [EC:1.5.99.6]	24.3	0
K00316: spermidine dehydrogenase [EC:1.5.99.6]|g__Chromobacterium.s__Chromobacterium_violaceum	24.3	0
K00331: NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	1917.881	0
K00331: NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]|g__Chromobacterium.s__Chromobacterium_violaceum	1803.815	0
K00331: NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]|g__Escherichia.s__Escherichia_coli	87.866	0
K00331: NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]|g__Roseobacter.s__Roseobacter_denitrificans	26.199	0
K00334: NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	183.148	0
K00334: NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]|g__Chromobacterium.s__Chromobacterium_violaceum	18.78	0
K00334: NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]|g__Escherichia.s__Escherichia_coli	164.368	0
K00335: NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	25.945	0
K00335: NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]|unclassified	25.945	0
K00339: NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	53.408	0
K00339: NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]|g__Roseobacter.s__Roseobacter_denitrificans	53.408	0
K00340: NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	69.916	0
K00340: NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]|g__Roseobacter.s__Roseobacter_denitrificans	69.916	0
K00341: NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	16.451	0
K00341: NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]|g__Staphylococcus.s__Staphylococcus_epidermidis	16.451	0
K00342: NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	34.457	0
K00342: NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]|g__Chromobacterium.s__Chromobacterium_violaceum	34.457	0
K00343: NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	24.452	0
K00343: NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]|g__Escherichia.s__Escherichia_coli	8.54	0
K00343: NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]|g__Polaromonas.s__Polaromonas_naphthalenivorans	15.912	0
K00344: NADPH:quinone reductase [EC:1.6.5.5]	12.754	0
K00344: NADPH:quinone reductase [EC:1.6.5.5]|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.754	0
K00364: GMP reductase [EC:1.7.1.7]	14.892	0
K00364: GMP reductase [EC:1.7.1.7]|g__Escherichia.s__Escherichia_coli	14.892	0
K00373: nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	138.404	0
K00373: nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW|g__Escherichia.s__Escherichia_coli	138.404	0
K00375: GntR family transcriptional regulator / MocR family aminotransferase	18.91	0
K00375: GntR family transcriptional regulator / MocR family aminotransferase|g__Roseobacter.s__Roseobacter_denitrificans	18.91	0
K00380: sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	8.785	0
K00380: sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]|unclassified	8.785	0
K00381: sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	26.811	0
K00381: sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]|unclassified	26.811	0
K00382: dihydrolipoamide dehydrogenase [EC:1.8.1.4]	63.287	0
K00382: dihydrolipoamide dehydrogenase [EC:1.8.1.4]|g__Corynebacterium.s__Corynebacterium_glutamicum	53.664	0
K00382: dihydrolipoamide dehydrogenase [EC:1.8.1.4]|unclassified	9.622	0
K00384: thioredoxin reductase (NADPH) [EC:1.8.1.9]	14.058	0
K00384: thioredoxin reductase (NADPH) [EC:1.8.1.9]|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.058	0
K00389: putative membrane protein	37.895	0
K00389: putative membrane protein|g__Escherichia.s__Escherichia_coli	37.895	0
K00390: phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	59.756	0
K00390: phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]|g__Chromobacterium.s__Chromobacterium_violaceum	28.589	0
K00390: phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]|g__Corynebacterium.s__Corynebacterium_glutamicum	31.167	0
K00404: cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]	9.736	0
K00404: cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]|unclassified	9.736	0
K00411: ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	21.011	0
K00411: ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.011	0
K00413: ubiquinol-cytochrome c reductase cytochrome c1 subunit	53.234	0
K00413: ubiquinol-cytochrome c reductase cytochrome c1 subunit|g__Chromobacterium.s__Chromobacterium_violaceum	53.234	0
K00449: protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	54.054	0
K00449: protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]|g__Roseobacter.s__Roseobacter_denitrificans	54.054	0
K00457: 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	21.587	0
K00457: 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]|g__Corynebacterium.s__Corynebacterium_glutamicum	21.587	0
K00480: salicylate hydroxylase [EC:1.14.13.1]	43.629	0
K00480: salicylate hydroxylase [EC:1.14.13.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	43.629	0
K00500: phenylalanine-4-hydroxylase [EC:1.14.16.1]	111.665	0
K00500: phenylalanine-4-hydroxylase [EC:1.14.16.1]|g__Chromobacterium.s__Chromobacterium_violaceum	56.871	0
K00500: phenylalanine-4-hydroxylase [EC:1.14.16.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	54.794	0
K00525: ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	41.167	0
K00525: ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]|g__Staphylococcus.s__Staphylococcus_epidermidis	41.167	0
K00529: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	89.122	0
K00529: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]|g__Corynebacterium.s__Corynebacterium_glutamicum	53.426	0
K00529: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]|g__Roseobacter.s__Roseobacter_denitrificans	35.696	0
K00537: arsenate reductase (glutaredoxin) [EC:1.20.4.1]	30.756	0
K00537: arsenate reductase (glutaredoxin) [EC:1.20.4.1]|g__Chromobacterium.s__Chromobacterium_violaceum	30.756	0
K00548: 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	3.63	0
K00548: 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]|unclassified	3.63	0
K00549: 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	24.766	0
K00549: 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]|g__Corynebacterium.s__Corynebacterium_glutamicum	24.766	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	47.866	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]|g__Chromobacterium.s__Chromobacterium_violaceum	25.675	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]|g__Corynebacterium.s__Corynebacterium_glutamicum	15.198	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]|unclassified	6.992	0
K00556: tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	11.272	0
K00556: tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]|unclassified	11.272	0
K00558: DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	66.655	0
K00558: DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]|g__Roseobacter.s__Roseobacter_denitrificans	11.463	0
K00558: DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]|unclassified	55.191	0
K00560: thymidylate synthase [EC:2.1.1.45]	12.583	0
K00560: thymidylate synthase [EC:2.1.1.45]|unclassified	12.583	0
K00563: 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	37.656	0
K00563: 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]|g__Corynebacterium.s__Corynebacterium_glutamicum	37.656	0
K00566: tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	16.387	0
K00566: tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]|unclassified	16.387	0
K00567: methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	83.337	0
K00567: methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]|g__Escherichia.s__Escherichia_coli	83.337	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	71.58	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|g__Chromobacterium.s__Chromobacterium_violaceum	20.666	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.615	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|g__Roseobacter.s__Roseobacter_denitrificans	19.519	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|unclassified	10.78	0
K00573: protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	59.196	0
K00573: protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]|g__Escherichia.s__Escherichia_coli	59.196	0
K00574: cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	37.215	0
K00574: cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]|g__Chromobacterium.s__Chromobacterium_violaceum	15.739	0
K00574: cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]|unclassified	21.476	0
K00575: chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	18.102	0
K00575: chemotaxis protein methyltransferase CheR [EC:2.1.1.80]|g__Roseobacter.s__Roseobacter_denitrificans	18.102	0
K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]	13.916	0
K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]|g__Chromobacterium.s__Chromobacterium_violaceum	13.916	0
K00602: phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	30.211	0
K00602: phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.211	0
K00604: methionyl-tRNA formyltransferase [EC:2.1.2.9]	28.202	0
K00604: methionyl-tRNA formyltransferase [EC:2.1.2.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	28.202	0
