Gene Family	SRS1007613	tiny-test-data-mt
1.6.4.4-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	2144.986	0
1.6.4.4-RXN: NO_NAME|unclassified	54.502	0
1.6.99.5-RXN: NO_NAME	1152.187	0
1.6.99.5-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	48.81	0
1.6.99.5-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	516.105	0
1.6.99.5-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	53.408	0
1.6.99.5-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	45.685	0
1.6.99.5-RXN: NO_NAME|unclassified	488.179	0
1.7.2.2-RXN: NO_NAME	88.422	0
1.7.2.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	88.422	0
1.7.2.3-RXN: NO_NAME	163.105	0
1.7.2.3-RXN: NO_NAME|unclassified	163.105	0
1.8.1.4-RXN: Dihydrolipoamide dehydrogenase	194.024	0
1.8.1.4-RXN: Dihydrolipoamide dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	53.664	0
1.8.1.4-RXN: Dihydrolipoamide dehydrogenase|unclassified	140.36	0
1.8.4.12-RXN: NO_NAME	37.643	0
1.8.4.12-RXN: NO_NAME|unclassified	37.643	0
1.8.4.14-RXN: NO_NAME	315.606	0
1.8.4.14-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	315.606	0
1.8.4.8-RXN: NO_NAME	66.316	0
1.8.4.8-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	28.589	0
1.8.4.8-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	37.727	0
1PFRUCTPHOSN-RXN: NO_NAME	39.415	0
1PFRUCTPHOSN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	16.535	0
1PFRUCTPHOSN-RXN: NO_NAME|unclassified	22.88	0
1TRANSKETO-RXN: NO_NAME	176.59	0
1TRANSKETO-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	59.493	0
1TRANSKETO-RXN: NO_NAME|unclassified	117.097	0
2-DEHYDROPANTOATE-REDUCT-RXN: NO_NAME	228.78	0
2-DEHYDROPANTOATE-REDUCT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	94.262	0
2-DEHYDROPANTOATE-REDUCT-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	23.32	0
2-DEHYDROPANTOATE-REDUCT-RXN: NO_NAME|unclassified	111.198	0
2-ISOPROPYLMALATESYN-RXN: NO_NAME	186.879	0
2-ISOPROPYLMALATESYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	49.625	0
2-ISOPROPYLMALATESYN-RXN: NO_NAME|unclassified	137.254	0
2-METHYLCITRATE-DEHYDRATASE-RXN: NO_NAME	8.178	0
2-METHYLCITRATE-DEHYDRATASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	8.178	0
2-METHYLCITRATE-SYNTHASE-RXN: NO_NAME	65.396	0
2-METHYLCITRATE-SYNTHASE-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	10.527	0
2-METHYLCITRATE-SYNTHASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	37.247	0
2-METHYLCITRATE-SYNTHASE-RXN: NO_NAME|unclassified	17.622	0
2-NITROPROPANE-DIOXYGENASE-RXN: NO_NAME	38.475	0
2-NITROPROPANE-DIOXYGENASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	38.475	0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: 2-octaprenyl-6-hydroxyphenyl methylase	71.58	0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: 2-octaprenyl-6-hydroxyphenyl methylase|g__Chromobacterium.s__Chromobacterium_violaceum	20.666	0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: 2-octaprenyl-6-hydroxyphenyl methylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.615	0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: 2-octaprenyl-6-hydroxyphenyl methylase|g__Roseobacter.s__Roseobacter_denitrificans	19.519	0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: 2-octaprenyl-6-hydroxyphenyl methylase|unclassified	10.78	0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: NO_NAME	21.102	0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	12.94	0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: NO_NAME|unclassified	8.162	0
2-OXOBUTYRATE-SYNTHASE-RXN: NO_NAME	52.938	0
2-OXOBUTYRATE-SYNTHASE-RXN: NO_NAME|unclassified	52.938	0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN: NO_NAME	55.056	0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	18.78	0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN: NO_NAME|unclassified	36.276	0
2.1.1.130-RXN: NO_NAME	18.021	0
2.1.1.130-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.021	0
2.1.1.131-RXN: NO_NAME	22.346	0
2.1.1.131-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	22.346	0
2.1.1.133-RXN: NO_NAME	36.661	0
2.1.1.133-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.029	0
2.1.1.133-RXN: NO_NAME|unclassified	12.632	0
2.1.1.151-RXN: NO_NAME	18.021	0
2.1.1.151-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.021	0
2.1.1.34-RXN: NO_NAME	33.721	0
2.1.1.34-RXN: NO_NAME|unclassified	33.721	0
2.1.1.63-RXN: NO_NAME	102.806	0
2.1.1.63-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	83.337	0
2.1.1.63-RXN: NO_NAME|unclassified	19.469	0
2.1.1.64-RXN: 3-Demethylubiquinone-9 3-O-methyltransferase	76.874	0
2.1.1.64-RXN: 3-Demethylubiquinone-9 3-O-methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	20.666	0
2.1.1.64-RXN: 3-Demethylubiquinone-9 3-O-methyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.615	0
2.1.1.64-RXN: 3-Demethylubiquinone-9 3-O-methyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	19.519	0
2.1.1.64-RXN: 3-Demethylubiquinone-9 3-O-methyltransferase|unclassified	16.074	0
2.1.1.72-RXN: NO_NAME	5.227	0
2.1.1.72-RXN: NO_NAME|unclassified	5.227	0
2.1.1.77-RXN: NO_NAME	188.154	0
2.1.1.77-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	147.901	0
2.1.1.77-RXN: NO_NAME|unclassified	40.253	0
2.1.1.79-RXN: NO_NAME	58.675	0
2.1.1.79-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.739	0
2.1.1.79-RXN: NO_NAME|unclassified	42.936	0
2.1.3.1-RXN: NO_NAME	29.249	0
2.1.3.1-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	10.104	0
2.1.3.1-RXN: NO_NAME|unclassified	19.145	0
2.3.1.118-RXN: NO_NAME	38.938	0
2.3.1.118-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	38.938	0
2.3.1.128-RXN: NO_NAME	38.286	0
2.3.1.128-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	38.286	0
2.3.1.157-RXN: NO_NAME	14.16	0
2.3.1.157-RXN: NO_NAME|unclassified	14.16	0
2.3.1.179-RXN: NO_NAME	31.967	0
2.3.1.179-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	13.673	0
2.3.1.179-RXN: NO_NAME|unclassified	18.294	0
2.3.1.180-RXN: NO_NAME	250.713	0
2.3.1.180-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	31.298	0
2.3.1.180-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	42.022	0
2.3.1.180-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	53.553	0
2.3.1.180-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	36.243	0
2.3.1.180-RXN: NO_NAME|unclassified	87.596	0
2.3.1.184-RXN: NO_NAME	32.347	0
2.3.1.184-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	32.347	0
2.3.1.41-RXN: NO_NAME	695.758	0
2.3.1.41-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	547.551	0
2.3.1.41-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.954	0
2.3.1.41-RXN: NO_NAME|unclassified	138.253	0
2.4.1.129-RXN: Peptidoglycan glycosyltransferase	473.662	0
2.4.1.129-RXN: Peptidoglycan glycosyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	40.603	0
2.4.1.129-RXN: Peptidoglycan glycosyltransferase|g__Escherichia.s__Escherichia_coli	123.047	0
2.4.1.129-RXN: Peptidoglycan glycosyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.211	0
2.4.1.129-RXN: Peptidoglycan glycosyltransferase|unclassified	289.801	0
2.4.1.230-RXN: NO_NAME	20.888	0
2.4.1.230-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	20.888	0
2.4.1.58-RXN: NO_NAME	69.136	0
2.4.1.58-RXN: NO_NAME|unclassified	69.136	0
2.5.1.19-RXN: NO_NAME	116.524	0
2.5.1.19-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	81.224	0
2.5.1.19-RXN: NO_NAME|unclassified	35.3	0
2.5.1.64-RXN: NO_NAME	35.021	0
2.5.1.64-RXN: NO_NAME|unclassified	35.021	0
2.6.1.37-RXN: NO_NAME	120.342	0
2.6.1.37-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	120.342	0
2.6.1.57-RXN: NO_NAME	77.459	0
2.6.1.57-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	26.173	0
2.6.1.57-RXN: NO_NAME|unclassified	51.286	0
2.6.1.82-RXN: NO_NAME	121.646	0
2.6.1.82-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	83.921	0
2.6.1.82-RXN: NO_NAME|unclassified	37.724	0
2.7.1.148-RXN: NO_NAME	325.053	0
2.7.1.148-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.43	0
2.7.1.148-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	237.938	0
2.7.1.148-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.309	0
2.7.1.148-RXN: NO_NAME|unclassified	44.374	0
2.7.1.156-RXN: NO_NAME	106.433	0
2.7.1.156-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	67.848	0
2.7.1.156-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	38.584	0
2.7.1.69-RXN: NO_NAME	168.282	0
2.7.1.69-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	6.354	0
2.7.1.69-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	16.387	0
2.7.1.69-RXN: NO_NAME|unclassified	145.542	0
2.7.13.3-RXN: NO_NAME	3198.804	0
2.7.13.3-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	86.097	0
2.7.13.3-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	1672.171	0
2.7.13.3-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.309	0
2.7.13.3-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	17.768	0
2.7.13.3-RXN: NO_NAME|unclassified	1365.459	0
2.7.3.9-RXN: NO_NAME	137.068	0
2.7.3.9-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	65.297	0
2.7.3.9-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	11.889	0
2.7.3.9-RXN: NO_NAME|unclassified	59.883	0
2.7.7.13-RXN: NO_NAME	93.909	0
2.7.7.13-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	56.112	0
2.7.7.13-RXN: NO_NAME|unclassified	37.797	0
2.7.7.60-RXN: NO_NAME	14.242	0
2.7.7.60-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	14.242	0
2.7.7.8-RXN: NO_NAME	73.951	0
2.7.7.8-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	62.174	0
2.7.7.8-RXN: NO_NAME|unclassified	11.777	0
2.7.9.3-RXN: NO_NAME	73.59	0
2.7.9.3-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	44.676	0
2.7.9.3-RXN: NO_NAME|unclassified	28.913	0
2.8.1.5-RXN: NO_NAME	24.514	0
2.8.1.5-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	24.514	0
2.8.1.6-RXN: NO_NAME	85.044	0
2.8.1.6-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	44.014	0
2.8.1.6-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.617	0
2.8.1.6-RXN: NO_NAME|unclassified	22.412	0
2.8.3.9-RXN: NO_NAME	8.993	0
2.8.3.9-RXN: NO_NAME|unclassified	8.993	0
2.9.1.1-RXN: NO_NAME	266.48	0
2.9.1.1-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	259.382	0
2.9.1.1-RXN: NO_NAME|unclassified	7.097	0
2OXOGLUTDECARB-RXN: NO_NAME	69.726	0
2OXOGLUTDECARB-RXN: NO_NAME|unclassified	69.726	0
2PGADEHYDRAT-RXN: NO_NAME	140.327	0
2PGADEHYDRAT-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	96.474	0
2PGADEHYDRAT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	43.853	0
2TRANSKETO-RXN: D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	176.59	0
2TRANSKETO-RXN: D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase|g__Escherichia.s__Escherichia_coli	59.493	0
2TRANSKETO-RXN: D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase|unclassified	117.097	0
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN: NO_NAME	13.328	0
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN: NO_NAME|unclassified	13.328	0
3-DEHYDROQUINATE-DEHYDRATASE-RXN: NO_NAME	23.844	0
3-DEHYDROQUINATE-DEHYDRATASE-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	23.844	0
3-DEHYDROQUINATE-SYNTHASE-RXN: NO_NAME	567.767	0
3-DEHYDROQUINATE-SYNTHASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.924	0
3-DEHYDROQUINATE-SYNTHASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	456.768	0
3-DEHYDROQUINATE-SYNTHASE-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.607	0
3-DEHYDROQUINATE-SYNTHASE-RXN: NO_NAME|unclassified	56.468	0
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN: NO_NAME	79.576	0
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	46.417	0
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	33.158	0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN: NO_NAME	67.852	0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	16.262	0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	40.422	0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN: NO_NAME|unclassified	11.169	0
3-NUCLEOTID-RXN: NO_NAME	87.695	0
3-NUCLEOTID-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	47.047	0
3-NUCLEOTID-RXN: NO_NAME|unclassified	40.648	0
3-OXOACID-COA-TRANSFERASE-RXN: NO_NAME	73.962	0
3-OXOACID-COA-TRANSFERASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	22.819	0
3-OXOACID-COA-TRANSFERASE-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	51.143	0
3-OXOACYL-ACP-REDUCT-RXN: NO_NAME	247.038	0
3-OXOACYL-ACP-REDUCT-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	60.962	0
3-OXOACYL-ACP-REDUCT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	92.756	0
3-OXOACYL-ACP-REDUCT-RXN: NO_NAME|unclassified	93.32	0
3-OXOACYL-ACP-SYNTH-BASE-RXN: acetoacetyl-[acyl-carrier protein] synthase	695.758	0
3-OXOACYL-ACP-SYNTH-BASE-RXN: acetoacetyl-[acyl-carrier protein] synthase|g__Escherichia.s__Escherichia_coli	547.551	0
3-OXOACYL-ACP-SYNTH-BASE-RXN: acetoacetyl-[acyl-carrier protein] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.954	0
3-OXOACYL-ACP-SYNTH-BASE-RXN: acetoacetyl-[acyl-carrier protein] synthase|unclassified	138.253	0
3-OXOACYL-ACP-SYNTH-RXN: 3-oxoacyl-[acyl-carrier protein] synthase	695.758	0
3-OXOACYL-ACP-SYNTH-RXN: 3-oxoacyl-[acyl-carrier protein] synthase|g__Escherichia.s__Escherichia_coli	547.551	0
3-OXOACYL-ACP-SYNTH-RXN: 3-oxoacyl-[acyl-carrier protein] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.954	0
3-OXOACYL-ACP-SYNTH-RXN: 3-oxoacyl-[acyl-carrier protein] synthase|unclassified	138.253	0
3-OXOADIPATE-COA-TRANSFERASE-RXN: NO_NAME	29.925	0
3-OXOADIPATE-COA-TRANSFERASE-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.925	0
3.1.1.64-RXN: all-trans-retinyl-palmitate hydrolase	44.731	0
3.1.1.64-RXN: all-trans-retinyl-palmitate hydrolase|g__Escherichia.s__Escherichia_coli	9.602	0
3.1.1.64-RXN: all-trans-retinyl-palmitate hydrolase|unclassified	35.129	0
3.1.1.81-RXN: NO_NAME	6.196	0
3.1.1.81-RXN: NO_NAME|unclassified	6.196	0
3.1.11.1-RXN: NO_NAME	15.27	0
3.1.11.1-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	15.27	0
3.1.11.2-RXN: NO_NAME	667.223	0
3.1.11.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	538.954	0
3.1.11.2-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.606	0
3.1.11.2-RXN: NO_NAME|unclassified	107.663	0
3.1.11.6-RXN: NO_NAME	678.993	0
3.1.11.6-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	11.558	0
3.1.11.6-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	631.092	0
3.1.11.6-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.343	0
3.1.13.1-RXN: Exoribonuclease II	290.815	0
3.1.13.1-RXN: Exoribonuclease II|g__Chromobacterium.s__Chromobacterium_violaceum	18.625	0
3.1.13.1-RXN: Exoribonuclease II|g__Escherichia.s__Escherichia_coli	140.64	0
3.1.13.1-RXN: Exoribonuclease II|g__Polaromonas.s__Polaromonas_naphthalenivorans	80.985	0
3.1.13.1-RXN: Exoribonuclease II|unclassified	50.565	0
3.1.13.5-RXN: NO_NAME	43.91	0
3.1.13.5-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	32.08	0
3.1.13.5-RXN: NO_NAME|unclassified	11.83	0
3.1.2.14-RXN: NO_NAME	43.083	0
3.1.2.14-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	43.083	0
3.1.21.2-RXN: NO_NAME	31.233	0
3.1.21.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	31.233	0
3.1.21.7-RXN: NO_NAME	41.319	0
3.1.21.7-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	28.872	0
3.1.21.7-RXN: NO_NAME|unclassified	12.447	0
3.1.26.11-RXN: NO_NAME	74.461	0
3.1.26.11-RXN: NO_NAME|unclassified	74.461	0
3.1.26.12-RXN: NO_NAME	34.678	0
3.1.26.12-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	13.059	0
