Gene Family	SRS1007613	tiny-test-data-mt
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	46.417	0
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase|g__Escherichia.s__Escherichia_coli	33.158	0
1.1.1.169: 2-dehydropantoate 2-reductase	228.78	0
1.1.1.169: 2-dehydropantoate 2-reductase|g__Escherichia.s__Escherichia_coli	94.262	0
1.1.1.169: 2-dehydropantoate 2-reductase|g__Staphylococcus.s__Staphylococcus_epidermidis	23.32	0
1.1.1.169: 2-dehydropantoate 2-reductase|unclassified	111.198	0
1.1.1.17: Mannitol-1-phosphate 5-dehydrogenase	100.95	0
1.1.1.17: Mannitol-1-phosphate 5-dehydrogenase|g__Escherichia.s__Escherichia_coli	41.274	0
1.1.1.17: Mannitol-1-phosphate 5-dehydrogenase|unclassified	59.677	0
1.1.1.18: Inositol 2-dehydrogenase	128.616	0
1.1.1.18: Inositol 2-dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	128.616	0
1.1.1.193: 5-amino-6-(5-phosphoribosylamino)uracil reductase	47.87	0
1.1.1.193: 5-amino-6-(5-phosphoribosylamino)uracil reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	18.425	0
1.1.1.193: 5-amino-6-(5-phosphoribosylamino)uracil reductase|unclassified	29.446	0
1.1.1.1: Alcohol dehydrogenase	294.279	0
1.1.1.1: Alcohol dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	51.217	0
1.1.1.1: Alcohol dehydrogenase|g__Escherichia.s__Escherichia_coli	90.294	0
1.1.1.1: Alcohol dehydrogenase|unclassified	152.769	0
1.1.1.205: IMP dehydrogenase	163.113	0
1.1.1.205: IMP dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	43.788	0
1.1.1.205: IMP dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	16.975	0
1.1.1.205: IMP dehydrogenase|g__Escherichia.s__Escherichia_coli	37.56	0
1.1.1.205: IMP dehydrogenase|unclassified	64.79	0
1.1.1.218: Morphine 6-dehydrogenase	23.92	0
1.1.1.218: Morphine 6-dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	23.92	0
1.1.1.22: UDP-glucose 6-dehydrogenase	39.152	0
1.1.1.22: UDP-glucose 6-dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	24.242	0
1.1.1.22: UDP-glucose 6-dehydrogenase|g__Escherichia.s__Escherichia_coli	14.91	0
1.1.1.23: Histidinol dehydrogenase	73.068	0
1.1.1.23: Histidinol dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.607	0
1.1.1.23: Histidinol dehydrogenase|unclassified	53.461	0
1.1.1.251: Galactitol-1-phosphate 5-dehydrogenase	110.932	0
1.1.1.251: Galactitol-1-phosphate 5-dehydrogenase|g__Escherichia.s__Escherichia_coli	19.559	0
1.1.1.251: Galactitol-1-phosphate 5-dehydrogenase|unclassified	91.373	0
1.1.1.25: Shikimate dehydrogenase	113.5	0
1.1.1.25: Shikimate dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	11.288	0
1.1.1.25: Shikimate dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	42.651	0
1.1.1.25: Shikimate dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	53.081	0
1.1.1.25: Shikimate dehydrogenase|unclassified	6.48	0
1.1.1.262: 4-hydroxythreonine-4-phosphate dehydrogenase	72.831	0
1.1.1.262: 4-hydroxythreonine-4-phosphate dehydrogenase|unclassified	72.831	0
1.1.1.264: L-idonate 5-dehydrogenase (NAD(P)(+))	52.872	0
1.1.1.264: L-idonate 5-dehydrogenase (NAD(P)(+))|g__Escherichia.s__Escherichia_coli	52.872	0
1.1.1.267: 1-deoxy-D-xylulose-5-phosphate reductoisomerase	64.68	0
1.1.1.267: 1-deoxy-D-xylulose-5-phosphate reductoisomerase|g__Escherichia.s__Escherichia_coli	64.68	0
1.1.1.26: Glyoxylate reductase	135.695	0
1.1.1.26: Glyoxylate reductase|g__Roseobacter.s__Roseobacter_denitrificans	135.695	0
1.1.1.271: GDP-L-fucose synthase	123.338	0
1.1.1.271: GDP-L-fucose synthase|g__Escherichia.s__Escherichia_coli	103.65	0
1.1.1.271: GDP-L-fucose synthase|unclassified	19.688	0
1.1.1.274: 2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)	87.909	0
1.1.1.274: 2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)|g__Chromobacterium.s__Chromobacterium_violaceum	46.102	0
1.1.1.274: 2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)|g__Corynebacterium.s__Corynebacterium_glutamicum	22.47	0
1.1.1.274: 2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)|unclassified	19.338	0
1.1.1.27: L-lactate dehydrogenase	58.807	0
1.1.1.27: L-lactate dehydrogenase|g__Staphylococcus.s__Staphylococcus_epidermidis	58.807	0
1.1.1.282: Quinate/shikimate dehydrogenase	147.281	0
1.1.1.282: Quinate/shikimate dehydrogenase|g__Escherichia.s__Escherichia_coli	147.281	0
1.1.1.284: S-(hydroxymethyl)glutathione dehydrogenase	24.529	0
1.1.1.284: S-(hydroxymethyl)glutathione dehydrogenase|unclassified	24.529	0
1.1.1.28: D-lactate dehydrogenase	187.638	0
1.1.1.28: D-lactate dehydrogenase|g__Escherichia.s__Escherichia_coli	64.421	0
1.1.1.28: D-lactate dehydrogenase|unclassified	123.216	0
1.1.1.290: 4-phosphoerythronate dehydrogenase	42.016	0
1.1.1.290: 4-phosphoerythronate dehydrogenase|g__Escherichia.s__Escherichia_coli	18.531	0
1.1.1.290: 4-phosphoerythronate dehydrogenase|unclassified	23.485	0
1.1.1.292: 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)	55.955	0
1.1.1.292: 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)|g__Escherichia.s__Escherichia_coli	55.955	0
1.1.1.305: UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating)	28.802	0
1.1.1.305: UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating)|unclassified	28.802	0
1.1.1.336: UDP-N-acetyl-D-mannosamine dehydrogenase	38.339	0
1.1.1.336: UDP-N-acetyl-D-mannosamine dehydrogenase|g__Escherichia.s__Escherichia_coli	38.339	0
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase	285.241	0
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	29.044	0
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase|g__Escherichia.s__Escherichia_coli	82.746	0
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	66.4	0
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase|unclassified	107.05	0
1.1.1.37: Malate dehydrogenase	37.534	0
1.1.1.37: Malate dehydrogenase|unclassified	37.534	0
1.1.1.38: Malate dehydrogenase (oxaloacetate-decarboxylating)	104.613	0
1.1.1.38: Malate dehydrogenase (oxaloacetate-decarboxylating)|unclassified	104.613	0
1.1.1.3: Homoserine dehydrogenase	123.58	0
1.1.1.3: Homoserine dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	20.917	0
1.1.1.3: Homoserine dehydrogenase|g__Escherichia.s__Escherichia_coli	28.731	0
1.1.1.3: Homoserine dehydrogenase|unclassified	73.932	0
1.1.1.40: Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	29.947	0
1.1.1.40: Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))|g__Corynebacterium.s__Corynebacterium_glutamicum	10.655	0
1.1.1.40: Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))|unclassified	19.292	0
1.1.1.42: Isocitrate dehydrogenase (NADP(+))	242.649	0
1.1.1.42: Isocitrate dehydrogenase (NADP(+))|g__Escherichia.s__Escherichia_coli	113.251	0
1.1.1.42: Isocitrate dehydrogenase (NADP(+))|g__Polaromonas.s__Polaromonas_naphthalenivorans	129.398	0
1.1.1.44: Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	43.886	0
1.1.1.44: Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)|g__Escherichia.s__Escherichia_coli	43.886	0
1.1.1.47: Glucose 1-dehydrogenase (NAD(P)(+))	149.541	0
1.1.1.47: Glucose 1-dehydrogenase (NAD(P)(+))|g__Chromobacterium.s__Chromobacterium_violaceum	28.643	0
1.1.1.47: Glucose 1-dehydrogenase (NAD(P)(+))|g__Corynebacterium.s__Corynebacterium_glutamicum	90.792	0
1.1.1.47: Glucose 1-dehydrogenase (NAD(P)(+))|unclassified	30.106	0
1.1.1.49: Glucose-6-phosphate dehydrogenase (NADP(+))	74.268	0
1.1.1.49: Glucose-6-phosphate dehydrogenase (NADP(+))|g__Escherichia.s__Escherichia_coli	30.669	0
1.1.1.49: Glucose-6-phosphate dehydrogenase (NADP(+))|unclassified	43.6	0
1.1.1.53: 3-alpha(or 20-beta)-hydroxysteroid dehydrogenase	13.167	0
1.1.1.53: 3-alpha(or 20-beta)-hydroxysteroid dehydrogenase|unclassified	13.167	0
1.1.1.56: Ribitol 2-dehydrogenase	32.562	0
1.1.1.56: Ribitol 2-dehydrogenase|g__Escherichia.s__Escherichia_coli	32.562	0
1.1.1.57: Fructuronate reductase	153.072	0
1.1.1.57: Fructuronate reductase|g__Escherichia.s__Escherichia_coli	141.311	0
1.1.1.57: Fructuronate reductase|unclassified	11.761	0
1.1.1.58: Tagaturonate reductase	39.628	0
1.1.1.58: Tagaturonate reductase|g__Escherichia.s__Escherichia_coli	39.628	0
1.1.1.60: 2-hydroxy-3-oxopropionate reductase	580.511	0
1.1.1.60: 2-hydroxy-3-oxopropionate reductase|g__Escherichia.s__Escherichia_coli	318.032	0
1.1.1.60: 2-hydroxy-3-oxopropionate reductase|g__Roseobacter.s__Roseobacter_denitrificans	187.414	0
1.1.1.60: 2-hydroxy-3-oxopropionate reductase|unclassified	75.065	0
1.1.1.61: 4-hydroxybutyrate dehydrogenase	43.622	0
1.1.1.61: 4-hydroxybutyrate dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	43.622	0
1.1.1.69: Gluconate 5-dehydrogenase	64.152	0
1.1.1.69: Gluconate 5-dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	49.566	0
1.1.1.69: Gluconate 5-dehydrogenase|unclassified	14.585	0
1.1.1.6: Glycerol dehydrogenase	35.802	0
1.1.1.6: Glycerol dehydrogenase|g__Escherichia.s__Escherichia_coli	24.392	0
1.1.1.6: Glycerol dehydrogenase|unclassified	11.409	0
1.1.1.77: Lactaldehyde reductase	86.448	0
1.1.1.77: Lactaldehyde reductase|g__Escherichia.s__Escherichia_coli	73.076	0
1.1.1.77: Lactaldehyde reductase|unclassified	13.371	0
1.1.1.79: Glyoxylate reductase (NADP(+))	53.211	0
1.1.1.79: Glyoxylate reductase (NADP(+))|g__Escherichia.s__Escherichia_coli	53.211	0
1.1.1.81: Hydroxypyruvate reductase	21.119	0
1.1.1.81: Hydroxypyruvate reductase|g__Escherichia.s__Escherichia_coli	21.119	0
1.1.1.83: D-malate dehydrogenase (decarboxylating)	87.889	0
1.1.1.83: D-malate dehydrogenase (decarboxylating)|g__Escherichia.s__Escherichia_coli	52.164	0
1.1.1.83: D-malate dehydrogenase (decarboxylating)|unclassified	35.725	0
1.1.1.85: 3-isopropylmalate dehydrogenase	11.816	0
1.1.1.85: 3-isopropylmalate dehydrogenase|unclassified	11.816	0
1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	44.887	0
1.1.1.86: Ketol-acid reductoisomerase (NADP(+))|g__Escherichia.s__Escherichia_coli	17.622	0
1.1.1.86: Ketol-acid reductoisomerase (NADP(+))|unclassified	27.265	0
1.1.1.91: Aryl-alcohol dehydrogenase (NADP(+))	11.77	0
1.1.1.91: Aryl-alcohol dehydrogenase (NADP(+))|unclassified	11.77	0
1.1.1.93: Tartrate dehydrogenase	38.441	0
1.1.1.93: Tartrate dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.441	0
1.1.1.94: Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	53.453	0
1.1.1.94: Glycerol-3-phosphate dehydrogenase (NAD(P)(+))|unclassified	53.453	0
1.1.1.95: Phosphoglycerate dehydrogenase	14.655	0
1.1.1.95: Phosphoglycerate dehydrogenase|unclassified	14.655	0
1.1.1.9: D-xylulose reductase	58.461	0
1.1.1.9: D-xylulose reductase|g__Roseobacter.s__Roseobacter_denitrificans	58.461	0
1.1.2.3: L-lactate dehydrogenase (cytochrome)	15.722	0
1.1.2.3: L-lactate dehydrogenase (cytochrome)|unclassified	15.722	0
1.1.3.15: (S)-2-hydroxy-acid oxidase	25.74	0
1.1.3.15: (S)-2-hydroxy-acid oxidase|unclassified	25.74	0
1.1.5.2: Quinoprotein glucose dehydrogenase (PQQ, quinone)	126.466	0
1.1.5.2: Quinoprotein glucose dehydrogenase (PQQ, quinone)|g__Escherichia.s__Escherichia_coli	83.721	0
1.1.5.2: Quinoprotein glucose dehydrogenase (PQQ, quinone)|unclassified	42.745	0
1.1.5.3: Glycerol-3-phosphate dehydrogenase	93.729	0
1.1.5.3: Glycerol-3-phosphate dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	17.162	0
1.1.5.3: Glycerol-3-phosphate dehydrogenase|g__Escherichia.s__Escherichia_coli	41.22	0
1.1.5.3: Glycerol-3-phosphate dehydrogenase|unclassified	35.347	0
1.1.5.4: Malate dehydrogenase (quinone)	229.83	0
1.1.5.4: Malate dehydrogenase (quinone)|g__Corynebacterium.s__Corynebacterium_glutamicum	24.174	0
1.1.5.4: Malate dehydrogenase (quinone)|g__Escherichia.s__Escherichia_coli	101.209	0
1.1.5.4: Malate dehydrogenase (quinone)|unclassified	104.448	0
1.1.99.14: Glycolate dehydrogenase	24.059	0
1.1.99.14: Glycolate dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	16.325	0
1.1.99.14: Glycolate dehydrogenase|unclassified	7.734	0
1.1.99.1: Choline dehydrogenase	58.374	0
1.1.99.1: Choline dehydrogenase|unclassified	58.374	0
1.10.2.2: Quinol--cytochrome-c reductase	107.678	0
1.10.2.2: Quinol--cytochrome-c reductase|g__Chromobacterium.s__Chromobacterium_violaceum	53.234	0
1.10.2.2: Quinol--cytochrome-c reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.011	0
1.10.2.2: Quinol--cytochrome-c reductase|unclassified	33.433	0
1.11.1.15: Peroxiredoxin	1005.245	0
1.11.1.15: Peroxiredoxin|g__Chromobacterium.s__Chromobacterium_violaceum	750.509	0
1.11.1.15: Peroxiredoxin|g__Corynebacterium.s__Corynebacterium_glutamicum	44.438	0
1.11.1.15: Peroxiredoxin|g__Escherichia.s__Escherichia_coli	80.118	0
1.11.1.15: Peroxiredoxin|unclassified	130.18	0
1.11.1.21: Catalase peroxidase	244.2	0
1.11.1.21: Catalase peroxidase|g__Escherichia.s__Escherichia_coli	14.923	0
1.11.1.21: Catalase peroxidase|g__Staphylococcus.s__Staphylococcus_epidermidis	203.116	0
1.11.1.21: Catalase peroxidase|unclassified	26.162	0
1.11.1.5: Cytochrome-c peroxidase	55.152	0
1.11.1.5: Cytochrome-c peroxidase|g__Escherichia.s__Escherichia_coli	55.152	0
1.11.1.6: Catalase	149.881	0
1.11.1.6: Catalase|g__Staphylococcus.s__Staphylococcus_epidermidis	77.057	0
1.11.1.6: Catalase|unclassified	72.824	0
1.12.99.6: Hydrogenase (acceptor)	209.425	0
1.12.99.6: Hydrogenase (acceptor)|g__Escherichia.s__Escherichia_coli	118.136	0
1.12.99.6: Hydrogenase (acceptor)|unclassified	91.289	0
1.13.11.15: 3,4-dihydroxyphenylacetate 2,3-dioxygenase	31.239	0
1.13.11.15: 3,4-dihydroxyphenylacetate 2,3-dioxygenase|g__Escherichia.s__Escherichia_coli	31.239	0
1.13.11.16: 3-carboxyethylcatechol 2,3-dioxygenase	62.649	0
1.13.11.16: 3-carboxyethylcatechol 2,3-dioxygenase|unclassified	62.649	0
1.13.11.1: Catechol 1,2-dioxygenase	123.442	0
1.13.11.1: Catechol 1,2-dioxygenase|g__Corynebacterium.s__Corynebacterium_glutamicum	71.999	0
1.13.11.1: Catechol 1,2-dioxygenase|g__Escherichia.s__Escherichia_coli	24.824	0
1.13.11.1: Catechol 1,2-dioxygenase|unclassified	26.619	0
1.13.11.24: Quercetin 2,3-dioxygenase	109.941	0
1.13.11.24: Quercetin 2,3-dioxygenase|g__Chromobacterium.s__Chromobacterium_violaceum	40.444	0
1.13.11.24: Quercetin 2,3-dioxygenase|g__Staphylococcus.s__Staphylococcus_epidermidis	69.497	0
1.13.11.27: 4-hydroxyphenylpyruvate dioxygenase	14.345	0
1.13.11.27: 4-hydroxyphenylpyruvate dioxygenase|g__Chromobacterium.s__Chromobacterium_violaceum	14.345	0
1.13.11.3: Protocatechuate 3,4-dioxygenase	76.304	0
1.13.11.3: Protocatechuate 3,4-dioxygenase|g__Corynebacterium.s__Corynebacterium_glutamicum	22.25	0
1.13.11.3: Protocatechuate 3,4-dioxygenase|g__Roseobacter.s__Roseobacter_denitrificans	54.054	0
1.13.11.4: Gentisate 1,2-dioxygenase	56.711	0
1.13.11.4: Gentisate 1,2-dioxygenase|g__Corynebacterium.s__Corynebacterium_glutamicum	56.711	0
1.13.12.16: Nitronate monooxygenase	38.475	0
1.13.12.16: Nitronate monooxygenase|g__Chromobacterium.s__Chromobacterium_violaceum	38.475	0
1.13.12.19: 2-oxuglutarate dioxygenase (ethylene-forming)	40.325	0
1.13.12.19: 2-oxuglutarate dioxygenase (ethylene-forming)|g__Escherichia.s__Escherichia_coli	40.325	0
1.14.11.17: Taurine dioxygenase	126.322	0
1.14.11.17: Taurine dioxygenase|g__Escherichia.s__Escherichia_coli	55.401	0
1.14.11.17: Taurine dioxygenase|g__Staphylococcus.s__Staphylococcus_epidermidis	70.921	0
1.14.12.10: Benzoate 1,2-dioxygenase	11.409	0
1.14.12.10: Benzoate 1,2-dioxygenase|g__Escherichia.s__Escherichia_coli	11.409	0
1.14.12.17: Nitric oxide dioxygenase	138.428	0
1.14.12.17: Nitric oxide dioxygenase|g__Escherichia.s__Escherichia_coli	110.344	0
1.14.12.17: Nitric oxide dioxygenase|unclassified	28.084	0
1.14.12.18: Biphenyl 2,3-dioxygenase	14.876	0
1.14.12.18: Biphenyl 2,3-dioxygenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.876	0
1.14.12.19: 3-phenylpropanoate dioxygenase	138.798	0
1.14.12.19: 3-phenylpropanoate dioxygenase|g__Escherichia.s__Escherichia_coli	99.141	0
1.14.12.19: 3-phenylpropanoate dioxygenase|unclassified	39.657	0
1.14.13.107: Limonene 1,2-monooxygenase	14.997	0
1.14.13.107: Limonene 1,2-monooxygenase|unclassified	14.997	0
1.14.13.113: FAD-dependent urate hydroxylase	15.539	0
1.14.13.113: FAD-dependent urate hydroxylase|g__Escherichia.s__Escherichia_coli	15.539	0
1.14.13.127: 3-(3-hydroxy-phenyl)propanoic acid hydroxylase	39.419	0
1.14.13.127: 3-(3-hydroxy-phenyl)propanoic acid hydroxylase|g__Escherichia.s__Escherichia_coli	20.809	0
1.14.13.127: 3-(3-hydroxy-phenyl)propanoic acid hydroxylase|unclassified	18.61	0
1.14.13.59: L-lysine N(6)-monooxygenase (NADPH)	67.303	0
1.14.13.59: L-lysine N(6)-monooxygenase (NADPH)|unclassified	67.303	0
1.14.14.1: Unspecific monooxygenase	56.338	0
1.14.14.1: Unspecific monooxygenase|g__Chromobacterium.s__Chromobacterium_violaceum	56.338	0
1.14.14.3: Alkanal monooxygenase (FMN-linked)	62.531	0
1.14.14.3: Alkanal monooxygenase (FMN-linked)|g__Corynebacterium.s__Corynebacterium_glutamicum	26.726	0
1.14.14.3: Alkanal monooxygenase (FMN-linked)|g__Escherichia.s__Escherichia_coli	35.805	0
1.14.14.5: Alkanesulfonate monooxygenase	8.038	0
1.14.14.5: Alkanesulfonate monooxygenase|unclassified	8.038	0
1.14.14.9: 4-hydroxyphenylacetate 3-monooxygenase	131.188	0
1.14.14.9: 4-hydroxyphenylacetate 3-monooxygenase|g__Escherichia.s__Escherichia_coli	110.848	0
1.14.14.9: 4-hydroxyphenylacetate 3-monooxygenase|unclassified	20.34	0
1.14.16.1: Phenylalanine 4-monooxygenase	208.254	0
1.14.16.1: Phenylalanine 4-monooxygenase|g__Chromobacterium.s__Chromobacterium_violaceum	56.871	0
1.14.16.1: Phenylalanine 4-monooxygenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	54.794	0
1.14.16.1: Phenylalanine 4-monooxygenase|unclassified	96.589	0
1.14.19.1: Stearoyl-CoA 9-desaturase	77.467	0
1.14.19.1: Stearoyl-CoA 9-desaturase|unclassified	77.467	0
1.14.99.46: Pyrimidine monooxygenase	174.11	0
1.14.99.46: Pyrimidine monooxygenase|g__Escherichia.s__Escherichia_coli	111.853	0
1.14.99.46: Pyrimidine monooxygenase|g__Staphylococcus.s__Staphylococcus_epidermidis	62.258	0
1.14.99.48: Heme oxygenase (staphylobilin-producing)	46.64	0
1.14.99.48: Heme oxygenase (staphylobilin-producing)|g__Staphylococcus.s__Staphylococcus_epidermidis	46.64	0
1.15.1.1: Superoxide dismutase	178.547	0
1.15.1.1: Superoxide dismutase|g__Escherichia.s__Escherichia_coli	135.56	0
1.15.1.1: Superoxide dismutase|g__Roseobacter.s__Roseobacter_denitrificans	42.987	0
1.16.1.1: Mercury(II) reductase	17.428	0
1.16.1.1: Mercury(II) reductase|g__Staphylococcus.s__Staphylococcus_epidermidis	17.428	0
1.16.1.3: Aquacobalamin reductase	28.775	0
1.16.1.3: Aquacobalamin reductase|unclassified	28.775	0
1.16.1.9: Ferric-chelate reductase (NADPH)	102.885	0
1.16.1.9: Ferric-chelate reductase (NADPH)|g__Escherichia.s__Escherichia_coli	102.885	0
1.16.3.1: Ferroxidase	31.114	0
1.16.3.1: Ferroxidase|unclassified	31.114	0
1.16.3.2: Bacterial non-heme ferritin	36.909	0
1.16.3.2: Bacterial non-heme ferritin|unclassified	36.909	0
1.17.1.4: Xanthine dehydrogenase	414.033	0
1.17.1.4: Xanthine dehydrogenase|g__Escherichia.s__Escherichia_coli	71.56	0
1.17.1.4: Xanthine dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	54.519	0
1.17.1.4: Xanthine dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	61.166	0
1.17.1.4: Xanthine dehydrogenase|unclassified	226.788	0
1.17.1.5: Nicotinate dehydrogenase	324.423	0
1.17.1.5: Nicotinate dehydrogenase|g__Escherichia.s__Escherichia_coli	178.531	0
1.17.1.5: Nicotinate dehydrogenase|unclassified	145.892	0
1.17.1.8: 4-hydroxy-tetrahydrodipicolinate reductase	54.782	0
1.17.1.8: 4-hydroxy-tetrahydrodipicolinate reductase|g__Chromobacterium.s__Chromobacterium_violaceum	30.529	0
1.17.1.8: 4-hydroxy-tetrahydrodipicolinate reductase|unclassified	24.253	0
1.17.1.9: NO_NAME	1330.103	0
1.17.1.9: NO_NAME|g__Escherichia.s__Escherichia_coli	1085.746	0
1.17.1.9: NO_NAME|unclassified	244.357	0
1.17.4.1: Ribonucleoside-diphosphate reductase	439.66	0
1.17.4.1: Ribonucleoside-diphosphate reductase|g__Escherichia.s__Escherichia_coli	145.558	0
1.17.4.1: Ribonucleoside-diphosphate reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.435	0
1.17.4.1: Ribonucleoside-diphosphate reductase|g__Staphylococcus.s__Staphylococcus_epidermidis	157.867	0
1.17.4.1: Ribonucleoside-diphosphate reductase|unclassified	125.801	0
1.17.4.2: Ribonucleoside-triphosphate reductase	114.752	0
1.17.4.2: Ribonucleoside-triphosphate reductase|g__Escherichia.s__Escherichia_coli	62.248	0
1.17.4.2: Ribonucleoside-triphosphate reductase|unclassified	52.504	0
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	33.851	0
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)|g__Chromobacterium.s__Chromobacterium_violaceum	9.142	0
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)|g__Roseobacter.s__Roseobacter_denitrificans	24.709	0
1.17.7.4: NO_NAME	35.96	0
1.17.7.4: NO_NAME|unclassified	35.96	0
1.17.99.7: NO_NAME	24.676	0
1.17.99.7: NO_NAME|g__Escherichia.s__Escherichia_coli	24.676	0
